1,0,0,0,0,0,0,1,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1,1,0,0,1,0,1,1,6,4,0,0,1,0,1,1,14,5,0,0,1,0,2,6,1001,1108,869,680,802,811,1044,1309,0.017857,0.016667,0.000000,0.000000,0.025641,0.000000,0.022222,0.017544,9.000000,14.000000,0.000000,0.000000,15.000000,0.000000,4.000000,3.000000,9,5,0,0,1,0,1,3,14.000000,19.000000,0.000000,0.000000,20.000000,0.000000,8.000000,6.000000,0.005085,0.002969,0.000000,0.000000,0.000690,0.000000,0.000629,0.001816,0.001211,0.000560,0.000000,0.000000,0.000161,0.000000,0.000301,0.000818,0.0
0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,4,2,5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0
0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,3,1,1,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0
0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,0,0,5,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0
0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,5,3,2,4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0
1,1,1,1,0,0,0,0,1.000000,1.000000,0.200000,1.000000,0.000000,0.000000,0.000000,0.000000,1,1,5,1,3,0,3,3,1,2,3,3,3,0,3,3,7,5,9,10,4,0,4,15,5592,4765,4982,4392,4091,5037,6835,6727,0.001855,0.002227,0.009208,0.002439,0.007143,0.000000,0.009009,0.009646,2.000000,3.000000,3.200000,9.000000,18.666666,0.000000,11.666667,2.666667,2,3,6,9,4,0,4,7,7.000000,5.000000,5.200000,10.000000,45.666668,0.000000,36.000000,9.666667,0.001188,0.001963,0.003911,0.006207,0.003030,0.000000,0.002421,0.005029,0.000784,0.000802,0.001592,0.001612,0.000741,0.000000,0.000545,0.002437,1.0
0,1,0,0,1,0,0,1,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.500000,0,1,0,0,1,0,0,2,0,1,0,0,2,0,0,4,0,4,0,0,6,0,0,148,1036,1168,1107,965,1098,1106,1003,3054,0.000000,0.012500,0.000000,0.000000,0.011628,0.000000,0.000000,0.024390,0.000000,2.000000,0.000000,0.000000,3.000000,0.000000,0.000000,6.500000,0,2,0,0,3,0,0,9,0.000000,4.000000,0.000000,0.000000,6.000000,0.000000,0.000000,75.500000,0.000000,0.000751,0.000000,0.000000,0.001364,0.000000,0.000000,0.003831,0.000000,0.000240,0.000000,0.000000,0.000411,0.000000,0.000000,0.009772,0.0
0,0,0,0,0,0,4,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,0.000000,0,0,0,0,1,1,5,3,0,0,0,0,1,1,5,1,0,0,0,0,20,10,48,34,1178,1318,1247,1094,1292,1178,1593,1533,0.000000,0.000000,0.000000,0.000000,0.010870,0.011765,0.051546,0.034483,0.000000,0.000000,0.000000,0.000000,4.000000,5.000000,2.200000,4.333333,0,0,0,0,4,4,8,5,0.000000,0.000000,0.000000,0.000000,22.000000,32.000000,9.800000,32.000000,0.000000,0.000000,0.000000,0.000000,0.002375,0.002618,0.005215,0.003448,0.000000,0.000000,0.000000,0.000000,0.002240,0.001603,0.008488,0.005481,0.0
0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,67,65,56,68,70,97,73,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0
0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,58,55,88,66,88,53,68,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0
